model,classifier,fs_config,accuracy,sensitivity,specificity,f1,auc,TP,TN,FP,FN
ResNet50,SGD_log,ANOVA50,0.5250,0.4138,0.5882,0.3871,0.4699,12,30,21,17
ResNet50,SVM_linear_C1,ANOVA50,0.5250,0.4138,0.5882,0.3871,0.4692,12,30,21,17
ResNet50,SVM_linear_C1,ANOVA50_PCA30,0.5250,0.4138,0.5882,0.3871,0.4496,12,30,21,17
ResNet50,Ridge_10,ANOVA50_PCA20,0.5250,0.3793,0.6078,0.3667,0.5463,11,31,20,18
ResNet50,SGD_perceptron,ANOVA100_PCA15,0.5250,0.3793,0.6078,0.3667,0.5389,11,31,20,18
ResNet50,LogReg_l1_C1,ANOVA50_PCA20,0.5250,0.3793,0.6078,0.3667,0.5213,11,31,20,18
ResNet50,MLP_32_16,ANOVA50_PCA20,0.5250,0.3793,0.6078,0.3667,0.4943,11,31,20,18
ResNet50,LogReg_C10,ANOVA50_PCA20,0.5250,0.3793,0.6078,0.3667,0.4909,11,31,20,18
DenseNet121,AdaBoost_100,PCA5,0.5250,0.3448,0.6275,0.3448,0.4953,10,32,19,19
InceptionV3,MLP_128_64,ANOVA100_PCA20,0.5250,0.3103,0.6471,0.3214,0.5754,9,33,18,20
ResNet50,MLP_32_16,PCA30,0.5250,0.3103,0.6471,0.3214,0.5281,9,33,18,20
DenseNet121,MLP_64_reg,PCA5,0.5250,0.3103,0.6471,0.3214,0.5030,9,33,18,20
InceptionV3,Ridge,ANOVA50_PCA15,0.5250,0.3103,0.6471,0.3214,0.4983,9,33,18,20
DenseNet121,MLP_128,PCA10,0.5250,0.3103,0.6471,0.3214,0.4588,9,33,18,20
DenseNet121,MLP_128_64_reg,PCA10,0.5250,0.2759,0.6667,0.2963,0.4861,8,34,17,21
InceptionV3,Ridge_10,ANOVA100_PCA10,0.5250,0.2414,0.6863,0.2692,0.5254,7,35,16,22
DenseNet121,RF_500,PCA5,0.5250,0.2414,0.6863,0.2692,0.4182,7,35,16,22
InceptionV3,GBM_100,PCA10,0.5250,0.1724,0.7255,0.2083,0.4239,5,37,14,24
DenseNet121,BagSVM_C0.1,ANOVA100,0.5125,0.7931,0.3529,0.5412,0.6413,23,18,33,6
DenseNet121,BagSVM_C0.1,ANOVA100_PCA30,0.5125,0.7931,0.3529,0.5412,0.6413,23,18,33,6
DenseNet121,BagSVM_C0.1,ANOVA100_PCA20,0.5125,0.7586,0.3725,0.5301,0.6325,22,19,32,7
ResNet50,BagSVM_C0.1,ANOVA100_PCA20,0.5125,0.7586,0.3725,0.5301,0.6278,22,19,32,7
DenseNet121,BagSVM_C0.1,ANOVA100_PCA15,0.5125,0.7586,0.3725,0.5301,0.6224,22,19,32,7
InceptionV3,SGD_hinge,PCA5,0.5125,0.7241,0.3922,0.5185,0.6423,21,20,31,8
InceptionV3,SGD_perceptron,PCA5,0.5125,0.7241,0.3922,0.5185,0.6362,21,20,31,8
DenseNet121,SGD_log,ANOVA200_PCA5,0.5125,0.6897,0.4118,0.5063,0.5788,20,21,30,9
ResNet50,BagSVM_C0.1,ANOVA100_PCA10,0.5125,0.6552,0.4314,0.4935,0.5818,19,22,29,10
InceptionV3,BagSVM_C0.1,ANOVA200,0.5125,0.6552,0.4314,0.4935,0.5761,19,22,29,10
InceptionV3,BagSVM_C0.1,ANOVA200_PCA30,0.5125,0.6552,0.4314,0.4935,0.5676,19,22,29,10
InceptionV3,SGD_log,ANOVA100_PCA20,0.5125,0.6552,0.4314,0.4935,0.5639,19,22,29,10
ResNet50,PassiveAggressive,PCA20,0.5125,0.5862,0.4706,0.4658,0.5551,17,24,27,12
DenseNet121,SGD_modified_huber,ANOVA50_PCA20,0.5125,0.5862,0.4706,0.4658,0.5341,17,24,27,12
ResNet50,SGD_log,ANOVA100_PCA5,0.5125,0.5862,0.4706,0.4658,0.5331,17,24,27,12
ResNet50,SGD_hinge,ANOVA50_PCA15,0.5125,0.5517,0.4902,0.4507,0.5240,16,25,26,13
ResNet50,SGD_hinge,ANOVA200_PCA15,0.5125,0.5172,0.5098,0.4348,0.5470,15,26,25,14
ResNet50,SGD_hinge,PCA20,0.5125,0.5172,0.5098,0.4348,0.5132,15,26,25,14
ResNet50,LogReg_C1,ANOVA50_PCA15,0.5125,0.4828,0.5294,0.4179,0.5396,14,27,24,15
ResNet50,SGD_log,ANOVA20,0.5125,0.4828,0.5294,0.4179,0.4902,14,27,24,15
InceptionV3,SGD_hinge,ANOVA200_PCA20,0.5125,0.4483,0.5490,0.4000,0.5646,13,28,23,16
ResNet50,SGD_log,ANOVA200_PCA5,0.5125,0.4483,0.5490,0.4000,0.5257,13,28,23,16
ResNet50,Ridge,ANOVA50,0.5125,0.4483,0.5490,0.4000,0.4422,13,28,23,16
ResNet50,SGD_hinge,ANOVA100_PCA15,0.5125,0.4138,0.5686,0.3810,0.5382,12,29,22,17
ResNet50,LogReg_C1,PCA30,0.5125,0.4138,0.5686,0.3810,0.5078,12,29,22,17
ResNet50,LogReg_C1,PCA20,0.5125,0.4138,0.5686,0.3810,0.4943,12,29,22,17
ResNet50,SGD_modified_huber,PCA15,0.5125,0.4138,0.5686,0.3810,0.4912,12,29,22,17
DenseNet121,SVM_C10,PCA5,0.5125,0.4138,0.5686,0.3810,0.4124,12,29,22,17
ResNet50,SGD_log,PCA30,0.5125,0.3793,0.5882,0.3607,0.5014,11,30,21,18
DenseNet121,SVM_C1,PCA5,0.5125,0.3793,0.5882,0.3607,0.4868,11,30,21,18
ResNet50,SGD_modified_huber,PCA30,0.5125,0.3793,0.5882,0.3607,0.4838,11,30,21,18
ResNet50,SGD_modified_huber,PCA5,0.5125,0.3793,0.5882,0.3607,0.4838,11,30,21,18
DenseNet121,Ridge,PCA5,0.5125,0.3793,0.5882,0.3607,0.4354,11,30,21,18
DenseNet121,Ridge_0.1,PCA5,0.5125,0.3793,0.5882,0.3607,0.4354,11,30,21,18
DenseNet121,Ridge_10,PCA5,0.5125,0.3793,0.5882,0.3607,0.4354,11,30,21,18
DenseNet121,GBM_200,PCA5,0.5125,0.3793,0.5882,0.3607,0.4212,11,30,21,18
ResNet50,AdaBoost_100,ANOVA50_PCA30,0.5125,0.3448,0.6078,0.3390,0.4807,10,31,20,19
ResNet50,GBM_200,ANOVA50_PCA10,0.5125,0.3448,0.6078,0.3390,0.4733,10,31,20,19
DenseNet121,SVM_linear_C1,PCA5,0.5125,0.3448,0.6078,0.3390,0.4584,10,31,20,19
DenseNet121,LogReg_elasticnet_C0.1,PCA5,0.5125,0.3448,0.6078,0.3390,0.4239,10,31,20,19
DenseNet121,LogReg_l1_C1,PCA5,0.5125,0.3448,0.6078,0.3390,0.4199,10,31,20,19
InceptionV3,LDA,ANOVA50,0.5125,0.3448,0.6078,0.3390,0.4141,10,31,20,19
DenseNet121,MLP_128,PCA5,0.5125,0.2759,0.6471,0.2909,0.4797,8,33,18,21
InceptionV3,Ridge,ANOVA100_PCA10,0.5125,0.2414,0.6667,0.2642,0.5166,7,34,17,22
InceptionV3,Ridge_0.1,ANOVA100_PCA10,0.5125,0.2414,0.6667,0.2642,0.5166,7,34,17,22
DenseNet121,MLP_64_tanh,PCA5,0.5125,0.2414,0.6667,0.2642,0.4381,7,34,17,22
DenseNet121,ExtraTrees_100,PCA5,0.5125,0.2414,0.6667,0.2642,0.4337,7,34,17,22
InceptionV3,Ridge,PCA15,0.5125,0.2414,0.6667,0.2642,0.4300,7,34,17,22
InceptionV3,Ridge_0.1,PCA15,0.5125,0.2414,0.6667,0.2642,0.4300,7,34,17,22
InceptionV3,Ridge_10,PCA15,0.5125,0.2414,0.6667,0.2642,0.4300,7,34,17,22
InceptionV3,GBM_200,PCA10,0.5125,0.2069,0.6863,0.2353,0.4287,6,35,16,23
InceptionV3,PassiveAggressive,ANOVA100_PCA5,0.5000,0.6207,0.4314,0.4737,0.5984,18,22,29,11
ResNet50,SGD_log,PCA20,0.5000,0.5517,0.4706,0.4444,0.5213,16,24,27,13
DenseNet121,PassiveAggressive,PCA5,0.5000,0.5517,0.4706,0.4444,0.4902,16,24,27,13
InceptionV3,SGD_modified_huber,PCA15,0.5000,0.5172,0.4902,0.4286,0.5037,15,25,26,14
DenseNet121,SGD_hinge,ANOVA200,0.5000,0.4828,0.5098,0.4118,0.5903,14,26,25,15
ResNet50,SGD_hinge,ANOVA50,0.5000,0.4483,0.5294,0.3939,0.4814,13,27,24,16
ResNet50,SGD_perceptron,PCA15,0.5000,0.4138,0.5490,0.3750,0.5382,12,28,23,17
ResNet50,SGD_perceptron,ANOVA50,0.5000,0.4138,0.5490,0.3750,0.4834,12,28,23,17
ResNet50,Ridge_0.1,ANOVA50,0.5000,0.4138,0.5490,0.3750,0.4408,12,28,23,17
ResNet50,PassiveAggressive,ANOVA200_PCA20,0.5000,0.3793,0.5686,0.3548,0.4976,11,29,22,18
ResNet50,LogReg_C10,PCA20,0.5000,0.3793,0.5686,0.3548,0.4909,11,29,22,18
ResNet50,LogReg_C10,PCA30,0.5000,0.3793,0.5686,0.3548,0.4784,11,29,22,18
DenseNet121,QDA,ANOVA200,0.5000,0.3448,0.5882,0.3333,0.4665,10,30,21,19
ResNet50,SGD_log,ANOVA50_PCA20,0.5000,0.3448,0.5882,0.3333,0.3840,10,30,21,19
InceptionV3,MLP_128_64_reg,ANOVA100_PCA20,0.5000,0.3103,0.6078,0.3103,0.5903,9,31,20,20
ResNet50,MLP_32,PCA30,0.5000,0.3103,0.6078,0.3103,0.4703,9,31,20,20
DenseNet121,SVM_linear_C0.1,PCA5,0.5000,0.3103,0.6078,0.3103,0.4469,9,31,20,20
DenseNet121,GBM_100,PCA5,0.5000,0.3103,0.6078,0.3103,0.4009,9,31,20,20
InceptionV3,MLP_128_64_reg,ANOVA200_PCA10,0.5000,0.2414,0.6471,0.2593,0.4868,7,33,18,22
InceptionV3,Ridge,PCA10,0.5000,0.2069,0.6667,0.2308,0.4293,6,34,17,23
InceptionV3,Ridge_0.1,PCA10,0.5000,0.2069,0.6667,0.2308,0.4293,6,34,17,23
InceptionV3,Ridge_10,PCA10,0.5000,0.2069,0.6667,0.2308,0.4293,6,34,17,23
ResNet50,BagSVM_C0.1,ANOVA100_PCA30,0.4875,0.7931,0.3137,0.5287,0.6082,23,16,35,6
ResNet50,BagSVM_C0.1,ANOVA20,0.4875,0.6897,0.3725,0.4938,0.6271,20,19,32,9
ResNet50,BagSVM_C0.1,ANOVA200_PCA15,0.4875,0.6897,0.3725,0.4938,0.5649,20,19,32,9
InceptionV3,SGD_hinge,PCA10,0.4875,0.6207,0.4118,0.4675,0.4902,18,21,30,11
InceptionV3,SGD_perceptron,PCA10,0.4875,0.6207,0.4118,0.4675,0.4902,18,21,30,11
ResNet50,AdaBoost_100,ANOVA50_PCA10,0.4875,0.4483,0.5098,0.3881,0.5199,13,26,25,16
ResNet50,SGD_hinge,PCA30,0.4875,0.4483,0.5098,0.3881,0.4611,13,26,25,16
ResNet50,SGD_perceptron,PCA30,0.4875,0.4483,0.5098,0.3881,0.4611,13,26,25,16
DenseNet121,SGD_modified_huber,PCA15,0.4875,0.4138,0.5294,0.3692,0.4716,12,27,24,17
ResNet50,SGD_log,PCA10,0.4875,0.4138,0.5294,0.3692,0.4706,12,27,24,17
ResNet50,SGD_log,PCA5,0.4875,0.4138,0.5294,0.3692,0.4659,12,27,24,17
ResNet50,SVM_linear_C1,ANOVA50_PCA20,0.4875,0.4138,0.5294,0.3692,0.4604,12,27,24,17
DenseNet121,LDA,ANOVA100,0.4875,0.3793,0.5490,0.3492,0.4517,11,28,23,18
ResNet50,LDA,ANOVA100,0.4875,0.3448,0.5686,0.3279,0.4932,10,29,22,19
DenseNet121,QDA,ANOVA100,0.4875,0.3448,0.5686,0.3279,0.4567,10,29,22,19
DenseNet121,LogReg_C1,PCA5,0.4875,0.3448,0.5686,0.3279,0.4253,10,29,22,19
DenseNet121,LogReg_C10,PCA5,0.4875,0.3448,0.5686,0.3279,0.4253,10,29,22,19
DenseNet121,LogReg_C0.1,PCA5,0.4875,0.3448,0.5686,0.3279,0.4246,10,29,22,19
DenseNet121,BagSVM_C0.1,ANOVA200_PCA5,0.4750,0.7931,0.2941,0.5227,0.5855,23,15,36,6
ResNet50,QDA,ANOVA200,0.4750,0.6552,0.3725,0.4750,0.5139,19,19,32,10
ResNet50,PassiveAggressive,PCA5,0.4750,0.5862,0.4118,0.4474,0.5213,17,21,30,12
DenseNet121,SGD_perceptron,PCA5,0.4750,0.5517,0.4314,0.4324,0.4990,16,22,29,13
ResNet50,SGD_perceptron,ANOVA50_PCA10,0.4750,0.4828,0.4706,0.4000,0.5206,14,24,27,15
DenseNet121,SGD_perceptron,ANOVA200,0.4750,0.4138,0.5098,0.3636,0.5605,12,26,25,17
InceptionV3,MLP_128,ANOVA200_PCA10,0.4750,0.2414,0.6078,0.2500,0.4753,7,31,20,22
DenseNet121,BagSVM_C0.1,ANOVA200_PCA10,0.4625,0.7586,0.2941,0.5057,0.5710,22,15,36,7
DenseNet121,BagSVM_C0.1,ANOVA200_PCA15,0.4625,0.7586,0.2941,0.5057,0.5710,22,15,36,7
ResNet50,BagSVM_C0.1,ANOVA200_PCA20,0.4625,0.7241,0.3137,0.4941,0.5517,21,16,35,8
ResNet50,BagSVM_C0.1,ANOVA50_PCA20,0.4625,0.6897,0.3333,0.4819,0.5423,20,17,34,9
